color;director_name;duration;gross;genres;movie_title;title_year;language;country;budget;imdb_score;actors;movie_facebook_likes;;
COLOR;FRANCIS LAWRENCE;146;424645577.0;SCI-FI;THE HUNGER GAMES: CATCHING FIRE;2013;ENGLISH;USA;130000000.0;7.6;"""JENNIFER LAWRENCE";JOSH HUTCHERSON;"SANDRA ELLIS LAFFERTY""";82000
COLOR;FRANCIS LAWRENCE;146;424645577.0;THRILLER;THE HUNGER GAMES: CATCHING FIRE;2013;ENGLISH;USA;130000000.0;7.6;"""JENNIFER LAWRENCE";JOSH HUTCHERSON;"SANDRA ELLIS LAFFERTY""";82000
 BLACK AND WHITE;STEVEN SPIELBERG;146;79883359.0;DRAMA;WAR HORSE;2011;ENGLISH;USA;66000000.0;7.2;"""JEREMY IRVINE";BENEDICT CUMBERBATCH;"EDDIE MARSAN""";28000
 BLACK AND WHITE;STEVEN SPIELBERG;146;79883359.0;WAR;WAR HORSE;2011;ENGLISH;USA;66000000.0;7.2;"""JEREMY IRVINE";BENEDICT CUMBERBATCH;"EDDIE MARSAN""";28000
COLOR;MICHAEL BAY;144;52822418.0;ACTION;13 HOURS;2016;ENGLISH;USA;50000000.0;7.4;"""TOBY STEPHENS";JAMES BADGE DALE;"DAVID COSTABILE""";44000
COLOR;MICHAEL BAY;144;52822418.0;DRAMA;13 HOURS;2016;ENGLISH;USA;50000000.0;7.4;"""TOBY STEPHENS";JAMES BADGE DALE;"DAVID COSTABILE""";44000
COLOR;MICHAEL BAY;144;52822418.0;THRILLER;13 HOURS;2016;ENGLISH;USA;50000000.0;7.4;"""TOBY STEPHENS";JAMES BADGE DALE;"DAVID COSTABILE""";44000
COLOR;MICHAEL BAY;144;52822418.0;WAR;13 HOURS;2016;ENGLISH;USA;50000000.0;7.4;"""TOBY STEPHENS";JAMES BADGE DALE;"DAVID COSTABILE""";44000
COLOR;GUILLAUME CANET;144;41229.0;CRIME;BLOOD TIES;2013;ENGLISH;FRANCE;25500000.0;6.5;"""MILA KUNIS";LILI TAYLOR;"BILLY CRUDUP""";0
COLOR;GUILLAUME CANET;144;41229.0;DRAMA;BLOOD TIES;2013;ENGLISH;FRANCE;25500000.0;6.5;"""MILA KUNIS";LILI TAYLOR;"BILLY CRUDUP""";0
COLOR;GUILLAUME CANET;144;41229.0;THRILLER;BLOOD TIES;2013;ENGLISH;FRANCE;25500000.0;6.5;"""MILA KUNIS";LILI TAYLOR;"BILLY CRUDUP""";0
COLOR;PAUL THOMAS ANDERSON;144;16377274.0;DRAMA;THE MASTER;2012;ENGLISH;USA;32000000.0;7.1;"""MIKE HOWARD";JEFFREY W. JENKINS;"BRUCE GOODCHILD""";27000
COLOR;BRYAN SINGER;144;154985087.0;ACTION;X-MEN: APOCALYPSE;2016;ENGLISH;USA;178000000.0;7.3;"""JENNIFER LAWRENCE";MICHAEL FASSBENDER;"TYE SHERIDAN""";54000
COLOR;BRYAN SINGER;144;154985087.0;ADVENTURE;X-MEN: APOCALYPSE;2016;ENGLISH;USA;178000000.0;7.3;"""JENNIFER LAWRENCE";MICHAEL FASSBENDER;"TYE SHERIDAN""";54000
COLOR;BRYAN SINGER;144;154985087.0;SCI-FI;X-MEN: APOCALYPSE;2016;ENGLISH;USA;178000000.0;7.3;"""JENNIFER LAWRENCE";MICHAEL FASSBENDER;"TYE SHERIDAN""";54000
COLOR;ADAM MCKAY;143;2175312.0;COMEDY;ANCHORMAN 2: THE LEGEND CONTINUES;2013;ENGLISH;USA;50000000.0;6.3;"""HARRISON FORD";WILL FERRELL;"STEVE CARELL""";41000
COLOR;ZACK SNYDER;143;291021565.0;ACTION;MAN OF STEEL;2013;ENGLISH;USA;225000000.0;7.2;"""HENRY CAVILL";CHRISTOPHER MELONI;"HARRY LENNIX""";118000
COLOR;ZACK SNYDER;143;291021565.0;ADVENTURE;MAN OF STEEL;2013;ENGLISH;USA;225000000.0;7.2;"""HENRY CAVILL";CHRISTOPHER MELONI;"HARRY LENNIX""";118000
COLOR;ZACK SNYDER;143;291021565.0;FANTASY;MAN OF STEEL;2013;ENGLISH;USA;225000000.0;7.2;"""HENRY CAVILL";CHRISTOPHER MELONI;"HARRY LENNIX""";118000
COLOR;ZACK SNYDER;143;291021565.0;SCI-FI;MAN OF STEEL;2013;ENGLISH;USA;225000000.0;7.2;"""HENRY CAVILL";CHRISTOPHER MELONI;"HARRY LENNIX""";118000
COLOR;SAM MENDES;143;304360277.0;ACTION;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;SAM MENDES;143;304360277.0;ADVENTURE;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;SAM MENDES;143;304360277.0;THRILLER;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;SAM MENDES;143;304360277.0;ACTION;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;SAM MENDES;143;304360277.0;ADVENTURE;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;SAM MENDES;143;304360277.0;THRILLER;SKYFALL;2012;ENGLISH;UK;200000000.0;7.8;"""ALBERT FINNEY";HELEN MCCRORY;"RORY KINNEAR""";80000
COLOR;BAZ LUHRMANN;143;144812796.0;DRAMA;THE GREAT GATSBY;2013;ENGLISH;AUSTRALIA;105000000.0;7.3;"""LEONARDO DICAPRIO";ELIZABETH DEBICKI;"STEVE BISLEY""";115000
COLOR;BAZ LUHRMANN;143;144812796.0;ROMANCE;THE GREAT GATSBY;2013;ENGLISH;AUSTRALIA;105000000.0;7.3;"""LEONARDO DICAPRIO";ELIZABETH DEBICKI;"STEVE BISLEY""";115000
COLOR;BAZ LUHRMANN;143;144812796.0;DRAMA;THE GREAT GATSBY;2013;ENGLISH;AUSTRALIA;105000000.0;7.3;"""LEONARDO DICAPRIO";ELIZABETH DEBICKI;"STEVE BISLEY""";115000
COLOR;BAZ LUHRMANN;143;144812796.0;ROMANCE;THE GREAT GATSBY;2013;ENGLISH;AUSTRALIA;105000000.0;7.3;"""LEONARDO DICAPRIO";ELIZABETH DEBICKI;"STEVE BISLEY""";115000
COLOR;STEVEN SPIELBERG;142;72306065.0;DRAMA;BRIDGE OF SPIES;2015;ENGLISH;USA;40000000.0;7.6;"""TOM HANKS";MARK RYLANCE;"AMY RYAN""";55000
COLOR;STEVEN SPIELBERG;142;72306065.0;HISTORY;BRIDGE OF SPIES;2015;ENGLISH;USA;40000000.0;7.6;"""TOM HANKS";MARK RYLANCE;"AMY RYAN""";55000
COLOR;STEVEN SPIELBERG;142;72306065.0;THRILLER;BRIDGE OF SPIES;2015;ENGLISH;USA;40000000.0;7.6;"""TOM HANKS";MARK RYLANCE;"AMY RYAN""";55000
COLOR;MARC WEBB;142;202853933.0;ACTION;THE AMAZING SPIDER-MAN 2;2014;ENGLISH;USA;200000000.0;6.7;"""EMMA STONE";ANDREW GARFIELD;"B.J. NOVAK""";41000
COLOR;MARC WEBB;142;202853933.0;ADVENTURE;THE AMAZING SPIDER-MAN 2;2014;ENGLISH;USA;200000000.0;6.7;"""EMMA STONE";ANDREW GARFIELD;"B.J. NOVAK""";41000
COLOR;MARC WEBB;142;202853933.0;FANTASY;THE AMAZING SPIDER-MAN 2;2014;ENGLISH;USA;200000000.0;6.7;"""EMMA STONE";ANDREW GARFIELD;"B.J. NOVAK""";41000
COLOR;MARC WEBB;142;202853933.0;SCI-FI;THE AMAZING SPIDER-MAN 2;2014;ENGLISH;USA;200000000.0;6.7;"""EMMA STONE";ANDREW GARFIELD;"B.J. NOVAK""";41000
COLOR;JOSS WHEDON;141;458991599.0;ACTION;AVENGERS: AGE OF ULTRON;2015;ENGLISH;USA;250000000.0;7.5;"""CHRIS HEMSWORTH";ROBERT DOWNEY JR.;"SCARLETT JOHANSSON""";118000
COLOR;JOSS WHEDON;141;458991599.0;ADVENTURE;AVENGERS: AGE OF ULTRON;2015;ENGLISH;USA;250000000.0;7.5;"""CHRIS HEMSWORTH";ROBERT DOWNEY JR.;"SCARLETT JOHANSSON""";118000
COLOR;JOSS WHEDON;141;458991599.0;SCI-FI;AVENGERS: AGE OF ULTRON;2015;ENGLISH;USA;250000000.0;7.5;"""CHRIS HEMSWORTH";ROBERT DOWNEY JR.;"SCARLETT JOHANSSON""";118000
COLOR;JUSTIN CHADWICK;141;8324748.0;BIOGRAPHY;MANDELA: LONG WALK TO FREEDOM;2013;ENGLISH;UK;35000000.0;7.1;"""TERRY PHETO";FANA MOKOENA;"TONY KGOROGE""";13000
COLOR;JUSTIN CHADWICK;141;8324748.0;DRAMA;MANDELA: LONG WALK TO FREEDOM;2013;ENGLISH;UK;35000000.0;7.1;"""TERRY PHETO";FANA MOKOENA;"TONY KGOROGE""";13000
COLOR;JUSTIN CHADWICK;141;8324748.0;HISTORY;MANDELA: LONG WALK TO FREEDOM;2013;ENGLISH;UK;35000000.0;7.1;"""TERRY PHETO";FANA MOKOENA;"TONY KGOROGE""";13000
COLOR;DAVID DOBKIN;141;47105085.0;CRIME;THE JUDGE;2014;ENGLISH;USA;50000000.0;7.4;"""ROBERT DOWNEY JR.";ROBERT DUVALL;"LEIGHTON MEESTER""";47000
COLOR;DAVID DOBKIN;141;47105085.0;DRAMA;THE JUDGE;2014;ENGLISH;USA;50000000.0;7.4;"""ROBERT DOWNEY JR.";ROBERT DUVALL;"LEIGHTON MEESTER""";47000
COLOR;RYAN MURPHY;140;80574010.0;DRAMA;EAT PRAY LOVE;2010;ENGLISH;USA;60000000.0;5.7;"""JAMES FRANCO";JULIA ROBERTS;"BILLY CRUDUP""";26000
COLOR;RYAN MURPHY;140;80574010.0;ROMANCE;EAT PRAY LOVE;2010;ENGLISH;USA;60000000.0;5.7;"""JAMES FRANCO";JULIA ROBERTS;"BILLY CRUDUP""";26000
COLOR;JAMES WAN;140;350034110.0;ACTION;FURIOUS 7;2015;ENGLISH;USA;190000000.0;7.2;"""JASON STATHAM";PAUL WALKER;"VIN DIESEL""";94000
COLOR;JAMES WAN;140;350034110.0;CRIME;FURIOUS 7;2015;ENGLISH;USA;190000000.0;7.2;"""JASON STATHAM";PAUL WALKER;"VIN DIESEL""";94000
COLOR;JAMES WAN;140;350034110.0;THRILLER;FURIOUS 7;2015;ENGLISH;USA;190000000.0;7.2;"""JASON STATHAM";PAUL WALKER;"VIN DIESEL""";94000
COLOR;DEREK CIANFRANCE;140;21383298.0;CRIME;THE PLACE BEYOND THE PINES;2012;ENGLISH;USA;15000000.0;7.3;"""RYAN GOSLING";BEN MENDELSOHN;"ANGELO ANTHONY PIZZA""";47000
COLOR;DEREK CIANFRANCE;140;21383298.0;DRAMA;THE PLACE BEYOND THE PINES;2012;ENGLISH;USA;15000000.0;7.3;"""RYAN GOSLING";BEN MENDELSOHN;"ANGELO ANTHONY PIZZA""";47000
COLOR;DEREK CIANFRANCE;140;21383298.0;THRILLER;THE PLACE BEYOND THE PINES;2012;ENGLISH;USA;15000000.0;7.3;"""RYAN GOSLING";BEN MENDELSOHN;"ANGELO ANTHONY PIZZA""";47000
COLOR;GAVIN O'CONNOR;140;13651662.0;DRAMA;WARRIOR;2011;ENGLISH;USA;25000000.0;8.2;"""TOM HARDY";FRANK GRILLO;"KEVIN DUNN""";77000
COLOR;GAVIN O'CONNOR;140;13651662.0;SPORT;WARRIOR;2011;ENGLISH;USA;25000000.0;8.2;"""TOM HARDY";FRANK GRILLO;"KEVIN DUNN""";77000
COLOR;GARY ROSS;139;20389967.0;ACTION;FREE STATE OF JONES;2016;ENGLISH;USA;50000000.0;6.7;"""MATTHEW MCCONAUGHEY";DONALD WATKINS;"JESSICA COLLINS""";10000
COLOR;GARY ROSS;139;20389967.0;BIOGRAPHY;FREE STATE OF JONES;2016;ENGLISH;USA;50000000.0;6.7;"""MATTHEW MCCONAUGHEY";DONALD WATKINS;"JESSICA COLLINS""";10000
COLOR;GARY ROSS;139;20389967.0;DRAMA;FREE STATE OF JONES;2016;ENGLISH;USA;50000000.0;6.7;"""MATTHEW MCCONAUGHEY";DONALD WATKINS;"JESSICA COLLINS""";10000
COLOR;GARY ROSS;139;20389967.0;HISTORY;FREE STATE OF JONES;2016;ENGLISH;USA;50000000.0;6.7;"""MATTHEW MCCONAUGHEY";DONALD WATKINS;"JESSICA COLLINS""";10000
COLOR;GARY ROSS;139;20389967.0;WAR;FREE STATE OF JONES;2016;ENGLISH;USA;50000000.0;6.7;"""MATTHEW MCCONAUGHEY";DONALD WATKINS;"JESSICA COLLINS""";10000
COLOR;TATE TAYLOR;139;30513940.0;BIOGRAPHY;GET ON UP;2014;ENGLISH;USA;30000000.0;6.9;"""TIKA SUMPTER";JOSH HOPKINS;"AUNJANUE ELLIS""";11000
COLOR;TATE TAYLOR;139;30513940.0;DRAMA;GET ON UP;2014;ENGLISH;USA;30000000.0;6.9;"""TIKA SUMPTER";JOSH HOPKINS;"AUNJANUE ELLIS""";11000
COLOR;TATE TAYLOR;139;30513940.0;MUSIC;GET ON UP;2014;ENGLISH;USA;30000000.0;6.9;"""TIKA SUMPTER";JOSH HOPKINS;"AUNJANUE ELLIS""";11000
COLOR;DARREN ARONOFSKY;138;101160529.0;ACTION;NOAH;2014;ENGLISH;USA;125000000.0;5.8;"""ANTHONY HOPKINS";EMMA WATSON;"LOGAN LERMAN""";71000
COLOR;DARREN ARONOFSKY;138;101160529.0;ADVENTURE;NOAH;2014;ENGLISH;USA;125000000.0;5.8;"""ANTHONY HOPKINS";EMMA WATSON;"LOGAN LERMAN""";71000
COLOR;DARREN ARONOFSKY;138;101160529.0;DRAMA;NOAH;2014;ENGLISH;USA;125000000.0;5.8;"""ANTHONY HOPKINS";EMMA WATSON;"LOGAN LERMAN""";71000
COLOR;MARTIN SCORSESE;138;127968405.0;MYSTERY;SHUTTER ISLAND;2010;ENGLISH;USA;80000000.0;8.1;"""LEONARDO DICAPRIO";JOSEPH SIKORA;"NELLIE SCIUTTO""";53000
COLOR;MARTIN SCORSESE;138;127968405.0;THRILLER;SHUTTER ISLAND;2010;ENGLISH;USA;80000000.0;8.1;"""LEONARDO DICAPRIO";JOSEPH SIKORA;"NELLIE SCIUTTO""";53000
COLOR;RIDLEY SCOTT;138;16969390.0;CRIME;THE COUNSELOR;2013;ENGLISH;USA;25000000.0;5.3;"""MICHAEL FASSBENDER";BRAD PITT;"GORAN VISNJIC""";24000
COLOR;RIDLEY SCOTT;138;16969390.0;DRAMA;THE COUNSELOR;2013;ENGLISH;USA;25000000.0;5.3;"""MICHAEL FASSBENDER";BRAD PITT;"GORAN VISNJIC""";24000
COLOR;RIDLEY SCOTT;138;16969390.0;THRILLER;THE COUNSELOR;2013;ENGLISH;USA;25000000.0;5.3;"""MICHAEL FASSBENDER";BRAD PITT;"GORAN VISNJIC""";24000
COLOR;DANIEL ESPINOSA;137;1206135.0;CRIME;CHILD 44;205;ENGLISH;CZECH REPUBLIC;50000000.0;6.4;"""TOM HARDY";FARES FARES;"MICHAEL NARDONE""";18000
COLOR;DANIEL ESPINOSA;137;1206135.0;DRAMA;CHILD 44;205;ENGLISH;CZECH REPUBLIC;50000000.0;6.4;"""TOM HARDY";FARES FARES;"MICHAEL NARDONE""";18000
COLOR;DANIEL ESPINOSA;137;1206135.0;THRILLER;CHILD 44;205;ENGLISH;CZECH REPUBLIC;50000000.0;6.4;"""TOM HARDY";FARES FARES;"MICHAEL NARDONE""";18000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;BIOGRAPHY;UNBROKEN;2014;ENGLISH;USA;65000000.0;1.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;DRAMA;UNBROKEN;2014;ENGLISH;USA;65000000.0;1.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;SPORT;UNBROKEN;2014;ENGLISH;USA;65000000.0;1.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;WAR;UNBROKEN;2014;ENGLISH;USA;65000000.0;1.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;BIOGRAPHY;UNBROKEN;2014;ENGLISH;USA;65000000.0;7.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;DRAMA;UNBROKEN;2014;ENGLISH;USA;65000000.0;7.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;SPORT;UNBROKEN;2014;ENGLISH;USA;65000000.0;7.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANGELINA JOLIE PITT;137;115603980.0;WAR;UNBROKEN;2014;ENGLISH;USA;65000000.0;7.2;"""FINN WITTROCK";JACK O'CONNELL;"ALEX RUSSELL""";35000
COLOR;ANTHONY RUSSO;136;259746958.0;ACTION;CAPTAIN AMERICA: THE WINTER SOLDIER;2014;ENGLISH;USA;170000000.0;7.8;"""SCARLETT JOHANSSON";CHRIS EVANS;"HAYLEY ATWELL""";55000
COLOR;ANTHONY RUSSO;136;259746958.0;ADVENTURE;CAPTAIN AMERICA: THE WINTER SOLDIER;2014;ENGLISH;USA;170000000.0;7.8;"""SCARLETT JOHANSSON";CHRIS EVANS;"HAYLEY ATWELL""";55000
COLOR;ANTHONY RUSSO;136;259746958.0;SCI-FI;CAPTAIN AMERICA: THE WINTER SOLDIER;2014;ENGLISH;USA;170000000.0;7.8;"""SCARLETT JOHANSSON";CHRIS EVANS;"HAYLEY ATWELL""";55000
COLOR;ROB MARSHALL;136;241063875.0;ACTION;PIRATES OF THE CARIBBEAN: ON STRANGER TIDES;2011;ENGLISH;USA;250000000.0;6.7;"""JOHNNY DEPP";SAM CLAFLIN;"STEPHEN GRAHAM""";58000
COLOR;ROB MARSHALL;136;241063875.0;ADVENTURE;PIRATES OF THE CARIBBEAN: ON STRANGER TIDES;2011;ENGLISH;USA;250000000.0;6.7;"""JOHNNY DEPP";SAM CLAFLIN;"STEPHEN GRAHAM""";58000
COLOR;ROB MARSHALL;136;241063875.0;FANTASY;PIRATES OF THE CARIBBEAN: ON STRANGER TIDES;2011;ENGLISH;USA;250000000.0;6.7;"""JOHNNY DEPP";SAM CLAFLIN;"STEPHEN GRAHAM""";58000
COLOR;ADAM SHANKMAN;136;38509342.0;COMEDY;ROCK OF AGES;2012;ENGLISH;USA;75000000.0;5.9;"""JAMES MARTIN KELLY";SHANE HARTLINE;"CELINA BEACH""";33000
COLOR;ADAM SHANKMAN;136;38509342.0;DRAMA;ROCK OF AGES;2012;ENGLISH;USA;75000000.0;5.9;"""JAMES MARTIN KELLY";SHANE HARTLINE;"CELINA BEACH""";33000
COLOR;ADAM SHANKMAN;136;38509342.0;MUSICAL;ROCK OF AGES;2012;ENGLISH;USA;75000000.0;5.9;"""JAMES MARTIN KELLY";SHANE HARTLINE;"CELINA BEACH""";33000
COLOR;ADAM SHANKMAN;136;38509342.0;ROMANCE;ROCK OF AGES;2012;ENGLISH;USA;75000000.0;5.9;"""JAMES MARTIN KELLY";SHANE HARTLINE;"CELINA BEACH""";33000
COLOR;TONY GILROY;135;113165635.0;ACTION;THE BOURNE LEGACY;2012;ENGLISH;USA;125000000.0;6.7;"""JEREMY RENNER";SCOTT GLENN;"STACY KEACH""";31000
COLOR;TONY GILROY;135;113165635.0;ADVENTURE;THE BOURNE LEGACY;2012;ENGLISH;USA;125000000.0;6.7;"""JEREMY RENNER";SCOTT GLENN;"STACY KEACH""";31000
COLOR;TONY GILROY;135;113165635.0;THRILLER;THE BOURNE LEGACY;2012;ENGLISH;USA;125000000.0;6.7;"""JEREMY RENNER";SCOTT GLENN;"STACY KEACH""";31000
COLOR;STEVE MCQUEEN;134;56667870.0;BIOGRAPHY;12 YEARS A SLAVE;2013;ENGLISH;USA;20000000.0;8.1;"""QUVENZHANÉ WALLIS";SCOOT MCNAIRY;"TARAN KILLAM""";83000
COLOR;STEVE MCQUEEN;134;56667870.0;DRAMA;12 YEARS A SLAVE;2013;ENGLISH;USA;20000000.0;8.1;"""QUVENZHANÉ WALLIS";SCOOT MCNAIRY;"TARAN KILLAM""";83000
COLOR;STEVE MCQUEEN;134;56667870.0;HISTORY;12 YEARS A SLAVE;2013;ENGLISH;USA;20000000.0;8.1;"""QUVENZHANÉ WALLIS";SCOOT MCNAIRY;"TARAN KILLAM""";83000
COLOR;PAUL GREENGRASS;134;107100855.0;BIOGRAPHY;CAPTAIN PHILLIPS;2013;ENGLISH;USA;55000000.0;7.9;"""TOM HANKS";CHRIS MULKEY;"MICHAEL CHERNUS""";65000
COLOR;PAUL GREENGRASS;134;107100855.0;DRAMA;CAPTAIN PHILLIPS;2013;ENGLISH;USA;55000000.0;7.9;"""TOM HANKS";CHRIS MULKEY;"MICHAEL CHERNUS""";65000
COLOR;PAUL GREENGRASS;134;107100855.0;THRILLER;CAPTAIN PHILLIPS;2013;ENGLISH;USA;55000000.0;7.9;"""TOM HANKS";CHRIS MULKEY;"MICHAEL CHERNUS""";65000
COLOR;DAVID AYER;134;85707116.0;ACTION;FURY;2014;ENGLISH;USA;68000000.0;7.6;"""BRAD PITT";LOGAN LERMAN;"JIM PARRACK""";82000
COLOR;DAVID AYER;134;85707116.0;DRAMA;FURY;2014;ENGLISH;USA;68000000.0;7.6;"""BRAD PITT";LOGAN LERMAN;"JIM PARRACK""";82000
COLOR;DAVID AYER;134;85707116.0;WAR;FURY;2014;ENGLISH;USA;68000000.0;7.6;"""BRAD PITT";LOGAN LERMAN;"JIM PARRACK""";82000
COLOR;CLINT EASTWOOD;5;47034272.0;BIOGRAPHY;JERSEY BOYS;2014;ENGLISH;USA;40000000.0;6.9;"""JOHNNY CANNIZZARO";STEVE SCHIRRIPA;"SCOTT VANCE""";16000
COLOR;CLINT EASTWOOD;5;47034272.0;DRAMA;JERSEY BOYS;2014;ENGLISH;USA;40000000.0;6.9;"""JOHNNY CANNIZZARO";STEVE SCHIRRIPA;"SCOTT VANCE""";16000
COLOR;CLINT EASTWOOD;5;47034272.0;MUSIC;JERSEY BOYS;2014;ENGLISH;USA;40000000.0;6.9;"""JOHNNY CANNIZZARO";STEVE SCHIRRIPA;"SCOTT VANCE""";16000
COLOR;CLINT EASTWOOD;5;47034272.0;MUSICAL;JERSEY BOYS;2014;ENGLISH;USA;40000000.0;6.9;"""JOHNNY CANNIZZARO";STEVE SCHIRRIPA;"SCOTT VANCE""";16000
